Date,actualclose,target,open,high,low,close,volume,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV.,VIm,VIp,ema50,ema21,ema15,ema5,normalized_volume
1997-06-06,0.08281300216913223,1.0,0.0708329975605011,0.07708299905061722,0.06875000149011612,0.07708299905061722,113448000.0,38.52309632765025,-0.0010279108400243486,-0.0010581954130762959,34.374346205083725,-1532307470.1595414,0.006622070180518287,0.00572899729013443,33.49281087324064,-9.756843662108935,-818208000.0,-47.12967221964172,-1.148580016862236e-07,1.5168539190395645,0.7022510869199207,0.07769141494863288,0.07721849847290656,0.0769281305858511,0.07559112268988413,0.951204890070724
1997-06-09,0.08437500149011612,1.0,0.07578100264072418,0.0854170024394989,0.07552099972963333,0.08281300216913223,156144000.0,48.66936477996103,-0.0004898151250302268,-0.0009412269869655414,75.00110537903447,-1458337865.2434845,0.006361713366849082,0.013020999729633331,45.44131680313357,1.2742915383688813,-662064000.0,22.25074797186991,-1.9840580326097193e-08,1.1520367382674503,0.8888888424143083,0.07806122430494178,0.07770292378373683,0.07749932129482685,0.07686359459386058,1.2415520286819783
1997-06-10,0.07916700094938278,0.0,0.08281300216913223,0.0854170024394989,0.08281300216913223,0.08437500149011612,47040000.0,51.04146712951698,2.3300061993983268e-05,-0.0007438776655210402,85.71430031134058,-1448944347.2479308,0.006026856069053922,0.00937499850988388,50.407456417762646,18.248450554099982,-615024000.0,49.83896009508343,2.567112144036314e-08,1.0370365693627048,1.0185242892273236,0.07849433605446651,0.07825782966423353,0.07814438672448588,0.07817458639679689,0.4199062981703791
1997-06-11,0.07708299905061722,0.0,0.0854170024394989,0.0854170024394989,0.07656300067901611,0.07916700094938278,109176000.0,43.77737469541755,8.761358868521196e-05,-0.0005745286948346751,68.42158559695352,-1493902078.2192492,0.006250070674078805,0.0,50.543915917722494,13.43276905976563,-724200000.0,9.947745778154195,8.543691168319882e-09,1.0238054001878718,0.940480666856037,0.07853832444910765,0.07833069590028954,0.07823741332608765,0.07834644397088546,0.978879270547077
1997-06-12,0.08020800352096558,1.0,0.07968799769878387,0.08020800352096558,0.07656300067901611,0.07708299905061722,23760000.0,41.2476723051813,2.287237747353177e-06,-0.0004574786392406471,57.89207201523243,-1510882845.4751484,0.005543142557144165,0.0005199983716011047,62.3109265972003,2.7773279834855407,-747960000.0,-16.409167741589844,3.385609187917762e-09,1.0268542157746017,1.1006777951103666,0.0784473212878717,0.0782340510012053,0.07813530394578212,0.07812906568949247,0.24639547810144738
1997-06-13,0.07916700094938278,0.0,0.07916700094938278,0.08229199796915054,0.07760400325059891,0.08020800352096558,32640000.0,46.26227162343279,0.00014019598067759043,-0.0003365494971727624,72.218679058072,-1507262323.043917,0.0054315706448895594,0.0049480050802230835,73.64243600399182,1.3149450643562748,-715320000.0,7.291815177467035,3.2783909938302546e-08,0.8630099029186523,1.1506799358780848,0.0785528875104575,0.0783822090128373,0.07831399943397076,0.07848483523999067,0.38169245883836195
1997-06-16,0.07864599674940109,0.0,0.08124999701976776,0.08124999701976776,0.07916700094938278,0.07916700094938278,13872000.0,44.887832104408666,0.00017619574229799095,-0.00023304579613676535,62.5007431805086,-1521134323.043917,0.004910713327782494,0.004166997969150543,64.59264530792714,3.401120968708788,-729192000.0,29.27126043977951,3.0653453510300305e-08,0.91666900569788,1.1742400162471456,0.07858828017380289,0.07843941923088893,0.07838583647521594,0.07860105577712749,0.18922836165714832
1997-06-17,0.07525999844074249,0.0,0.08020800352096558,0.08020800352096558,0.078125,0.07864599674940109,18264000.0,44.18037168017495,0.00016702068036034134,-0.0001524377182037827,59.37478067793261,-1530262011.429186,0.004389856542859759,0.0031249970197677612,55.65114072760126,4.499067736926191,-747456000.0,27.84629843539868,-1.8949819774397992e-09,1.0254318471448771,1.0762634153627118,0.07859148465469482,0.07845407619255507,0.07840728063771146,0.07860868411838134,0.28553130801997506
1997-06-18,0.07552099972963333,1.0,0.07994800060987473,0.07994800060987473,0.07474000006914139,0.07525999844074249,94128000.0,39.79112551484504,-7.211291883475746e-05,-0.0001362773644387636,39.05919829486452,-1605593390.2156343,0.004389856542859759,0.0013019964098930359,44.464038139386,0.3466606002386173,-841584000.0,-9.681430057808294,-1.545092928392302e-08,1.0211851441284694,0.961860048647359,0.07841292973948065,0.07823308648255153,0.07815292883725891,0.07804201601880063,1.3628074510731711
1997-06-19,0.07552099972963333,0.0,0.07604199647903442,0.07682300359010696,0.07500000298023224,0.07552099972963333,49296000.0,40.28361243395002,-0.00023904850093255103,-0.00015692911688106715,40.625174619480404,-1626712706.5443752,0.0042968567992959705,0.004688002169132233,45.52888214753256,0.0,-792288000.0,-21.7001279051421,-7.515906641359118e-09,0.9956611350432084,1.0086607618701062,0.07826302825634317,0.07804979447232961,0.07794405184297677,0.07761649394609474,0.7499581112670815
