,actualclose,target,open,high,low,close,volume,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV.,VIm,VIp,ema50,ema21,ema15,ema5,normalized_volume,open_close_ratio,high_close_ratio,low_close_ratio
2004-09-24,2.9845631123,0.0,2.9599061012,3.0543019772,2.9145750999,3.009221077,171524515.0,77.45778258945012,0.07941263795955633,0.04825903912061286,92.23511603552058,412666770.02840394,0.0906068427214286,0.46102213859999974,81.65120029370546,18.940750082359788,2566130571.0,127.6350565825418,1.8691093018781843e-05,0.5800120177000372,1.3328099446859334,2.706536925273702,2.7315248212216092,2.749015164755304,2.8515887661383825,0.9852570372591767,0.9836120462610997,1.0149809199944004,0.9685480146927736
2004-09-27,2.9454600811000002,0.0,3.0122089386,3.090914011,2.982820034,2.9845631123,183336625.0,74.01960155420112,0.08272358102909028,0.05517284319294534,82.56436716218714,235242964.62301934,0.09402254649285717,0.36114621169999994,86.4725252377093,17.135857370123357,2382793946.0,119.10297722665926,2.1028499269746584e-05,0.5555351285992981,1.365374346928993,2.720083677858196,2.7479170138322178,2.767117456709753,2.873946462749735,1.0437870075689872,1.0092629390834678,1.035633657154612,0.9994159686914253
2004-09-28,3.1596570015,1.0,2.9778380394,3.0107150078,2.9340031147000003,2.9454600811000002,141994242.0,68.8038789593351,0.08156492832915241,0.060464053581899185,75.25435072188029,135662569.91177738,0.09525004455,0.2679960728000004,80.36676067190544,15.589879452247091,2240799704.0,86.24338641096622,1.8291352611850852e-05,0.6262610387708962,1.3186409628523674,2.730754385763796,2.760471504532061,2.7806294921187735,2.885952800242489,0.8352802116074326,1.010992496047649,1.022154408786158,0.9961102964954387
2004-09-29,3.2647631168,1.0,3.0211760998,3.1731059551,2.9940280914,3.1596570015,340190355.0,77.96380295870149,0.09502689583477686,0.06739001879755464,97.95464014544942,424755550.78599256,0.10700946195000001,0.38281488419999965,82.49275024408097,20.44052170195887,2580990059.0,123.70473152038292,2.1398596955357112e-05,0.5436411446097494,1.2764761666546656,2.7505132025068026,2.785390022242864,2.8089703855062957,2.931848585507347,1.7135049215419913,0.9561721726015646,1.004256459987149,0.9475800980861626
2004-09-30,3.2279009819,0.0,3.1556720734,3.3628950119,3.1439659595,3.2647631168,613229953.0,80.9237487251272,0.11200200252231829,0.07632624368073605,88.3155741670517,488241952.07111895,0.11960511548571429,0.4752190113000001,85.8962035293898,21.934902081947826,3194220012.0,154.35994448517545,2.564670696578894e-05,0.4735974535152241,1.3294667434580312,2.7735931194026473,2.8148148175845655,2.8426380270208567,2.9876162610609773,2.288155823950415,0.9665853112470447,1.0300578913658474,0.9629997175971526
2004-10-01,3.3021230698,1.0,3.2353730202,3.2951490879,3.2129569054,3.2279009819,276468402.0,77.01652560633697,0.12127659095022159,0.08532745609588398,81.02241255461131,312307805.8519711,0.11611819267857142,0.38929104800000003,77.24608112691308,16.243590580460392,2917751610.0,134.889333967099,2.2893274779029627e-05,0.5584491581121888,1.3772030170632226,2.7934801887730285,2.8397732797810176,2.870776086841463,3.0278331369810476,1.026165593003364,1.0023148288444714,1.020833385651259,0.9953703423420369
2004-10-04,3.3638908863,1.0,3.2577888966,3.3434679508,3.2104659081,3.3021230698,303934969.0,79.194749576779,0.1325435954270615,0.09478004535309262,91.35675625246492,427280938.32758003,0.12013890062142855,0.3758411408,78.52904158525111,18.37500842124612,3221686579.0,133.6279426998348,2.168822545549532e-05,0.5886268041045745,1.3034207389234103,2.81522035706126,2.867296344342212,2.9019514756334575,3.0737091782235026,1.1044475984072084,0.9865740397123706,1.012520696571889,0.9722429601312373
2004-10-05,3.4463319778,1.0,3.3686239719,3.4089720249,3.3382370472,3.3638908863,261693228.0,80.82355330525778,0.1443604712284703,0.10470399308960866,93.21332841548724,355407123.098008,0.11850210598571428,0.39103388789999993,79.11175247084158,18.50486557264705,3483379807.0,147.08871112383832,2.1474680671731606e-05,0.575589274346566,1.357905052199531,2.838141126157104,2.896447673958415,2.9350147399574125,3.1222146991455606,0.958809883125241,1.0014070270885647,1.0134014865891163,0.9923737600394591
2004-10-06,3.4142029285,0.0,3.3539290428,3.450316906,3.2936549187,3.4463319778,300887589.0,82.76318388705496,0.15803389935360457,0.11537673899878677,99.40478139632636,640987674.8377178,0.12252267769285712,0.5113329887,79.91558563705729,17.77170011017076,3784267396.0,143.54337458578215,1.9075345437589475e-05,0.5977929444857021,1.2706559106573962,2.8629973681537435,2.928305198291712,2.971283085634052,3.1763662625943296,1.0838673655796711,0.9731880342360442,1.0011562810041719,0.9556986790351338
2004-10-07,3.4582870007,1.0,3.4259090424,3.4483249187,3.3873040676,3.4142029285,268900140.0,79.39286357972892,0.16450864242736074,0.1252081047791946,94.19546045162845,609157563.572551,0.11949832097857141,0.46575498579999985,80.6089001583822,14.845851325426462,3515367256.0,132.3161688903082,1.832702133488294e-05,0.6121774463997062,1.3118962140023762,2.885055681316726,2.9561086643942103,3.0024372548952982,3.2160864022417797,0.973740703119082,1.003428652058811,1.0099941306696116,0.9921214815102342
2004-10-08,3.4303920269,0.0,3.4102180004,3.4839410782,3.4010019302,3.4582870007,283643194.0,80.56247973969677,0.17097562773024322,0.13436532397881706,95.54301038363384,717332244.6521252,0.11841305664285715,0.4490659237000001,81.31371924861284,17.829239926261888,3799010450.0,123.92740813897419,1.7195699437932696e-05,0.6125299770197338,1.2944721493438738,2.9075365824467845,2.9845095475505325,3.034251524298353,3.2565216253944684,1.0224972943542099,0.9861003438146486,1.0074181458898024,0.9834354203429604
2004-10-11,3.3688728809,0.0,3.4550499916,3.4789600372000002,3.4127080441,3.4303920269,222442656.0,77.56257895853425,0.17196791319948757,0.14188828316278476,90.68057630511869,613638381.5149406,0.11455256597857143,0.44582891459999985,75.07868959754299,16.345687411345857,3576567794.0,107.96141169309428,1.359482360369723e-05,0.666407594047212,1.261687110077174,2.9276474751744206,3.009449740729402,3.061698498587243,3.28554096704619,0.8292997651075024,1.0071880894389447,1.0141581515812612,0.9948449090770595
2004-10-12,3.4221730232,1.0,3.4122099876,3.4585371017,3.3337540627,3.3688728809,210437827.0,71.26039181934193,0.16611933948415203,0.1467357529021532,79.97407501325996,521651392.8346588,0.11828863619285714,0.4234127997999999,73.32790769224398,11.951657744553286,3366129967.0,82.26313488116465,1.1685555790282635e-05,0.671529220202686,1.1946160196261295,2.944304503733481,3.029345373530519,3.0828379187672295,3.299445967365336,0.8138014231512493,1.0128639780223534,1.0266154954401385,0.989575499153112
2004-10-13,3.5093460083,1.0,3.3484489917999998,3.4274029732,3.3225460052,3.4221730232,234419380.0,73.28567611470513,0.1636755866228774,0.15012442344563473,89.15143205703552,732686506.4417763,0.12069034575714285,0.2625160217000002,77.65264276087262,14.662444533222278,3600549347.0,75.29118538552156,1.1612225981198152e-05,0.6854364235860754,1.194428562402555,2.9620233841323174,3.050876932962596,3.1060439682585326,3.3199205365091244,0.9209007120325006,0.9784569538418422,1.0015282541135544,0.9708877904990201
2004-10-14,3.5367429256,1.0,3.569619894,3.5753490924999998,3.4889230728,3.5093460083,397203256.0,76.23535485936416,0.16651909435240553,0.1534039025239142,89.7086617076154,523205802.188031,0.12165100232857139,0.2445828914999999,79.13143195901962,19.14423932676124,3997752603.0,108.18314664014044,1.1757760034329654e-05,0.6773915645793738,1.2483192126333258,2.9819690782618675,3.0757734508058445,3.133463101642993,3.3515172457150615,1.4269988692297322,1.0171752473416544,1.0188078018080562,0.9941804155384799
2004-10-15,3.5892961025,1.0,3.5120859146,3.5462079048,3.4510650635,3.5367429256,209835578.0,77.09147007644734,0.1689261560275792,0.15650876593178367,93.98044608739421,691291746.6044058,0.12072592120714279,0.30884194370000007,73.98812089991655,11.934394268776146,4207588181.0,96.98818633831912,8.46485129092616e-06,0.7138230091388537,1.187445241391277,3.0018516006617273,3.1005861803114474,3.1607311160175646,3.382409210570774,0.7861305271064213,0.9930283281768869,1.0026761852357122,0.9757749251493972
2004-10-18,3.715075016,1.0,3.6097199917,3.6239171028,3.5354979038,3.5892961025,265150137.0,78.67821256663994,0.17290000683950613,0.15978736275354277,94.50363481924364,748800034.8556505,0.12156215734285711,0.28717303270000016,77.94556887910313,9.940475743247648,4472738318.0,113.82144317815873,1.2885195995792817e-05,0.623006541835906,1.2644518665756854,3.022568743082452,3.1266736789328635,3.189561317983713,3.4169099204909648,0.9944625431158749,1.005690221318262,1.0096456239082325,0.9850114905085349
2004-10-19,3.684689045,0.0,3.5666310787,3.7160708904,3.5170669556,3.715075016,282061287.0,81.9080972875453,0.18369677838874265,0.1645696527128194,99.82592801666061,1028038286.0675726,0.11951630454285714,0.3511841297,77.90129325118527,15.092595368685716,4754799605.0,125.95010681465962,1.0561380618332356e-05,0.6875568178754019,1.2511162680792765,3.046614526049503,3.1578357545200544,3.2247455226810313,3.4666275939112845,1.0477750245823991,0.9600428156468752,1.0002680630662129,0.9467014637531614
2004-10-20,3.4991340637,0.0,3.7484500408,3.7957730293000003,3.6699941158,3.684689045,363918964.0,78.80244335773997,0.18770256951606878,0.16919655096384695,81.02124845632231,749153661.4764171,0.11286272319285717,0.23835706719999994,76.84094357493484,11.585454785098934,4390880641.0,138.96559592666242,9.101249125381123e-06,0.7388092153491732,1.2678121560478812,3.068440386293811,3.1855303334711205,3.2554031829496943,3.5029854845458503,1.2769404064807028,1.0173043084562376,1.0301474515063185,0.99601189434969
2004-10-21,3.7205541134,1.0,3.6869299412,3.7108409405,3.4769670963,3.4991340637,456613107.0,63.07472365406313,0.17434976234961663,0.17022724935755912,49.31909166048942,379097714.315343,0.1236971276,0.08493113520000017,72.88505762172696,4.020438889703591,3934267534.0,79.27923152576248,4.003437386189415e-06,0.7716105411927819,1.0930534160485343,3.082960649001643,3.2018988283588823,3.2715819039580936,3.5023433703846965,1.456010388924297,1.053669243327426,1.0605026480683453,0.9936650134014698
2004-10-22,4.2946529388,1.0,3.5965189934,3.7392339706,3.5272789001,3.7205541134,585767401.0,70.61214751266671,0.17904878346459885,0.1719916330287145,85.01967678279551,861616333.6062486,0.13134697504285714,0.2622671127,74.91545983557819,7.956927462776017,4520034935.0,114.51053107894171,4.304308870680521e-06,0.7804426656580704,1.1010432365655787,3.104157266260525,3.2287887096925134,3.3012692602888185,3.538721774449756,1.6317624256135361,0.9666621916468643,1.00502071912695,0.9480520354202355
2004-10-25,4.6675047874,1.0,4.2475790977,4.4874300957,4.0866818428,4.2946529388,1481207196.0,81.28128972434219,0.22524635226464707,0.18264294802005984,83.85146880131516,917774711.7592307,0.17849176269999997,0.8642609118999998,81.5187641134282,25.78786407071643,6001242131.0,304.45959002877584,1.5073448365632246e-05,0.7112532847113049,1.1150201859067161,3.143202508313683,3.2836979318580592,3.3667175816370376,3.664739015772298,2.712539944033992,0.9890389650174729,1.044887714943938,0.9515744114917676
2004-10-26,4.5280280113,0.0,4.3935317993,4.8425989151,4.2976408005,4.6675047874,1315480331.0,85.07183998911931,0.28785064217819967,0.20368507342053402,88.4810504582029,1387931797.2029505,0.20644061905714287,1.2986319065000003,85.12112115986122,34.96580204174031,7316722462.0,311.4948888763458,2.350961732192576e-05,0.6407280465919416,1.1868317966708364,3.19254495312705,3.3545568156789574,3.4521298933497477,3.8318983847596138,1.9508240144557987,0.9413020445443152,1.037513432910164,0.9207576630883264
2004-10-27,4.6318888664,1.0,4.6411042213,4.7980160713,4.4831957817,4.5280280113,895628499.0,78.65524935661492,0.3227171175476973,0.22749201315846374,79.30526616861681,747388652.1646556,0.22456915037857145,1.1058549881,86.76366351181973,31.997392012128696,6421093963.0,233.00051197319127,2.453651919597841e-05,0.6832774211604214,1.2009820761014702,3.2352304423806917,3.4143016961451065,3.522552855330952,3.9479383506671675,1.259300899774841,1.0249725067331321,1.0596259694785957,0.9900989504728951
2004-10-28,4.8144540787,1.0,4.5509419441,4.7203068733,4.5272808075,4.6318888664,536262538.0,79.87266653500723,0.3544420283059564,0.2528824691688342,86.13797932113677,792367646.7884552,0.23243250165,1.1225428580999997,87.4154220194611,37.490758189800935,6957356501.0,183.91755597711546,2.3589281165062255e-05,0.7288182522005001,1.203520959387185,3.279326459536665,3.475956116252681,3.5949505575612952,4.061945136427344,0.7862522438489288,0.9825239929897296,1.0190889741637348,0.9774156803159004
2004-10-29,4.7482028008,0.0,4.6495718956,4.8416018486,4.6226730347,4.8144540787,596097978.0,81.83402864408163,0.38951293351654703,0.28020895205497326,98.14843047786727,1240630075.357387,0.24333798885,1.2777111530999998,90.56316768959996,40.68412222471755,7553454479.0,163.32499330612595,2.6359984385149725e-05,0.7039049766402428,1.2189648459815485,3.327221251837225,3.543383632324581,3.674318802723076,4.187377076538836,0.8927334544592574,0.965752673012405,1.0056388054504677,0.9601655679200528
2004-11-01,4.8824491501,1.0,4.9536819458,4.9800829886999995,4.7472062111,4.7482028008,849672890.0,78.83186569628901,0.40734164018264796,0.3056357800035604,86.01055721783236,398229488.41198754,0.2510589701785714,1.1589066982999996,93.43216460591127,35.30164280096528,6703781589.0,140.67882563470744,3.103905142073443e-05,0.6678013195552359,1.2701248323749503,3.371046776784189,3.6037798037615816,3.7440297531233373,4.280856590565272,1.2172089989782573,1.04327514085232,1.0488353588985144,0.9997901122294457
2004-11-02,4.8535580635,0.0,4.8206810951,4.9232959747,4.7638940811,4.8824491501,490828877.0,80.40088972092794,0.42717884311689636,0.32994461467248803,93.61460470862508,637508015.6056794,0.2560758420285714,1.1673741341000001,93.70990211115313,38.0493084402425,7194610466.0,121.60791587950906,3.1250381766693054e-05,0.6770881832369591,1.2682370277721713,3.4171431943081965,3.6675797789401345,3.817751981723014,4.381129668882917,0.7397453305545151,0.987348960920825,1.0083660522299887,0.975718114955161
2004-11-03,4.773856163,0.0,4.9509429932,4.9626488686,4.8154511452,4.8535580635,455553149.0,79.04302458854626,0.43556799924059986,0.35106944595598794,91.72508555231951,417824365.52553797,0.2556488173214286,1.1688690185000006,93.8445455020296,35.22311687016912,6739057317.0,107.03175801919868,2.985689100299494e-05,0.6911623444219266,1.2552542792804695,3.460480561623235,3.7264932399710946,3.8846779890390306,4.459872741983649,0.7244239422674112,1.0200646470951609,1.0224764602942302,0.9921486633514134
2004-11-04,4.6002569199,0.0,4.9359989166,5.0211791992,4.7509422302,4.773856163,557630330.0,75.26654412581851,0.4308983746742321,0.36703532503627045,83.98386881338824,-45240783.72850901,0.26815554072857145,1.2747220992999995,89.27125746523504,28.499589979746442,6181426987.0,91.40833193846214,3.083836230915685e-05,0.6822134181211779,1.236250268484969,3.499691598567783,3.7783023266690576,3.942008891717303,4.512206085416918,0.9038084371193894,1.0339647337631779,1.0518078106577422,0.995200120821068
2004-11-05,4.2179398537,0.0,4.6934080124,4.7422251701,4.5666332245,4.6002569199,578544429.0,67.68150959558409,0.40865766235507817,0.3753598314321271,72.7419388496233,-402216944.43929946,0.2766415221214285,0.8797028064999997,83.34058899999658,24.847900697140098,5602882558.0,60.1542007428655,2.3885771119095263e-05,0.7758845307551369,1.155948787743255,3.5322158644254835,3.8187988559503325,3.984366566488252,4.526881872583778,0.9475441994172598,1.02024910654382,1.030860939437071,0.9926909092284502
2004-11-08,4.2976408005,1.0,4.5325112343,4.5404810905,4.198015213,4.2179398537,796297573.0,54.625473505557295,0.3564518350076744,0.3715782179985409,47.983871905191506,-1105857443.7002833,0.2911585058428571,-0.07671308509999974,76.51513720468884,20.54239068622399,4806584985.0,19.174787176067408,1.3267514552862326e-05,0.8444948681413634,1.0604305388294353,3.552281065674396,3.8383892447765056,3.9993690583816988,4.475389641178549,1.2412518249678386,1.074579389823223,1.0764689037746864,0.9952762150739247
2004-11-09,4.2017512321,0.0,4.2572932243,4.3696222305,4.2191848755,4.2976408005,449349985.0,56.508972748339204,0.31777162093213374,0.36081686637486227,53.14514130920169,-1086518402.3356397,0.29300875322142844,-0.36986398690000044,72.5345141711033,15.510772576094418,5255934970.0,11.66823012945832,8.606214452989696e-06,0.9062541392968979,1.0276260874106184,3.5738827568066296,3.8608484865829933,4.018494061320689,4.4457639258718284,0.7372470098539838,0.9906116918390885,1.016749056829418,0.9817444201034967
2004-11-10,4.1808290482,0.0,4.3362469673,4.3636441231,4.1163210869,4.2017512321,444226854.0,53.624860959415194,0.2762763670072417,0.34390872601438544,45.14841669195303,-1223856215.8156104,0.2939694097928571,-0.32627677919999964,72.13249935514247,-2.1631947452768476,4811708116.0,-3.160158353572187,1.1526604859994134e-05,0.8873762821525719,1.049443635027824,3.5919103815096207,3.8774626871506737,4.0302254021567725,4.405094104230887,0.7633400786986106,1.0320094474352732,1.0385298610168046,0.9796679668831078
2004-11-11,4.5584139824,1.0,4.2508168221,4.2968940735,4.1427221298,4.1808290482,427355853.0,52.98937810964964,0.23896459312235407,0.3229198592292982,10.074635819483383,-1439951651.0352871,0.2878316981357142,-0.4510598182000001,67.92083636632812,-10.426893198134241,4384352263.0,-12.245373342078352,9.989643850298418e-06,0.915569937917683,1.0515487010900124,3.6086670999991286,3.8921991628742743,4.039851812898459,4.367715798868536,0.768370033389059,1.016740166386409,1.0277612463848458,0.9908853201217577
2004-11-12,4.5330090523,0.0,4.2124609947,4.5765957832,4.1736059189,4.5584139824,601666773.0,61.78989551591059,0.23685265926475818,0.30570639285682977,48.85770370962064,-892575997.4095504,0.26183983256428567,-0.2560400962999996,65.05890269631432,0.6710641149783096,4986019036.0,18.875038004291934,4.784255040088079e-06,0.9453055296011447,1.0123661961469381,3.635453654759986,3.924460826950169,4.072950744399848,4.399499393520942,1.0672289933514028,0.9241067202242442,1.003988624304462,0.9155829055926598
2004-11-15,4.6044912338,1.0,4.6134581566,4.7272810936,4.4184389114,4.5330090523,672354740.0,60.962970067480164,0.23048596834198065,0.2906622895098429,46.05008892950605,-1066088404.7472434,0.2447609901285714,-0.21519374849999995,62.33293370112062,-2.1347622309611127,4313664296.0,34.84888202327926,2.896819071063198e-06,1.0020354250476693,1.023986483028322,3.6605524562982628,3.953842681113785,4.10227652217252,4.421751332405302,1.1555189401120738,1.0177473954655312,1.042857192442938,0.97472536684173
2004-11-16,4.2973918915,0.0,4.4944038391,4.6904191971,4.4520630836,4.6044912338,477844390.0,62.484310158830276,0.22852585143757675,0.2782349897067295,53.94991107049394,-932772163.0217427,0.23929926326428566,-0.2779579163000001,60.331478884766106,-4.361093521047644,4791508686.0,33.711845636276195,1.0693971231756788e-06,0.9997772513588755,0.979184034086885,3.6867295727312013,3.9851686492692724,4.134249739100308,4.452208357999691,0.846450771375543,0.9760913010558288,1.0186617715045763,0.966895767097768
2004-11-17,4.2963957787,0.0,4.4209289551,4.4699950218,4.254802227,4.2973918915,839832142.0,52.938981320560096,0.20006349966336057,0.2626006794307862,20.010961070984713,-1440175245.792882,0.25048947333571425,-0.5561661720000002,51.85181910427469,-9.494348245278081,3951676544.0,-27.776553217505054,-2.320667628545296e-06,1.0021308323717706,0.872940332505704,3.7035278662919713,4.000160527780516,4.144624012214258,4.426405348579424,1.3758453397021564,1.028746985780922,1.0401646241855202,0.990089415725794
2004-11-18,4.1728591919,0.0,4.2097210884,4.4209289551,4.2092227936,4.2963957787,728034662.0,52.91074694901442,0.17540470744891756,0.24516147408764585,19.900876098936635,-1568652915.2789028,0.2499735695928571,-0.4774603842999996,43.943846568498934,-12.003266258041764,3223641882.0,-52.23618376023936,-6.145837843724924e-06,1.0508149599831824,0.832396226570404,3.7197088283628568,4.014348369219573,4.154264725913437,4.404736901482339,1.1555817316222794,0.9798261857695462,1.0289854991985121,0.9797102060447568
2004-11-19,4.2191848755,1.0,4.2413520813,4.3442168236,4.1277780533,4.1728591919,667677273.0,49.392431977889025,0.1442926755470415,0.22498770424890055,6.2482840382885065,-1958194698.5747018,0.2487994262142857,-0.42739772799999987,34.27453431095131,-14.024739432274036,2555964609.0,-99.5329853886157,-1.0551397746298111e-05,1.112835247790981,0.7724704485114587,3.731982203184942,4.021921586734086,4.155444662488961,4.3660903409198095,1.049324122650239,1.0164138990198741,1.041064800852285,0.9891965828400088
2004-11-22,4.1120867729,0.0,4.2117128372,4.233631134,4.1474537849,4.2191848755,352086780.0,50.7158855284216,0.1219473232668884,0.20437961977351937,11.367946775493559,-1724151388.0346544,0.24244829587142855,0.001245021799999968,28.458515176055258,-11.61893589922139,2908051389.0,-100.4982100551048,-1.0880992397353042e-05,1.1362637467381251,0.7720132565294381,3.7450799415691454,4.031324451600562,4.159485518106926,4.341605951161714,0.5978467943180134,0.9982290327348801,1.0034239453653446,0.9829988273288215
2004-11-23,4.1723608971,1.0,4.0963959694,4.2216758728,4.0176911354,4.1120867729,496582362.0,47.6156976679501,0.09455296784692013,0.18241428232881227,9.406752397486756,-1761138495.7061238,0.24650451115714286,-0.18555402760000028,22.33774717937257,-10.61180180803058,2411469027.0,-110.87209732254682,-1.4009178026160648e-05,1.1488888833508857,0.7232245153253739,3.754875121929245,4.035165617884605,4.156483330398436,4.303352565320895,0.8658285574076363,0.9961842236395867,1.0266504833074603,0.9770443468941127
2004-11-24,4.3526849747,1.0,4.1835689545,4.254802227,4.1469559669,4.1723608971,498393124.0,49.487153809369815,0.07679756681845173,0.1612909337957142,21.347480489863045,-2024722503.1797025,0.2373958315214286,-0.029390335000000434,28.723998138783216,-1.0805975945820536,2909862151.0,-80.19373880784752,-1.2650720328006841e-05,1.1517536942617395,0.7604166846278654,3.7659392028316185,4.041677094198803,4.157488156103243,4.28152053050814,0.8883843369895608,1.0026862626882997,1.0197589163385412,0.9939111378841515
2004-11-26,4.4680027962,1.0,4.3541789055,4.4137058258,4.2966451645,4.3526849747,613531078.0,54.70117638488831,0.07633045551301088,0.14429883464410145,47.20949548803801,-2050828825.8247418,0.23983311653571437,0.17185592650000014,36.39874968812794,1.2807997865618703,3523393229.0,-30.239133950478664,-5.526353502900429e-06,1.0171353360593471,0.8295379229680887,3.781382496842765,4.056408392032936,4.169831657153631,4.29338131200182,1.0768159037029703,1.0003432205199052,1.0140191287572347,0.9871252317763102
2004-11-29,4.5093479156,1.0,4.3785881996,4.4839429855,4.3666329384,4.4680027962,260175560.0,57.707668624438845,0.08425408377974808,0.13228988249515225,63.46082770707399,-1861359020.023239,0.22047713824285722,-0.09041118619999988,42.49841877328924,6.336680812179586,3783568789.0,-0.7471252792601121,5.492322604385853e-06,0.9453721531130667,0.9545709511725488,3.79933401529619,4.075866902799705,4.188672990209169,4.322484976119646,0.5021086217903069,0.9799877930524021,1.003567631898878,0.9773120424440616
